****************************************
Report : report_global_slack
Design : multdiv
Version: K-2015.06-SP3-2
Date   : Wed Apr 28 12:37:20 2021
****************************************

       Max_Rise      Max_Fall   Point
          -1.75         -1.71   product_reg/memory_34__dff/q_reg/QN
          -0.66         -0.48   U1013/A1
          -0.54         -0.63   U1013/A2
          -0.63         -0.66   U1013/ZN
           0.28          0.26   U68/A1
          -0.56         -0.60   U68/A2
           0.67          0.61   U68/B1
           0.27          0.28   U68/B2
          -0.60         -0.56   U68/ZN
           0.28          0.26   U70/A1
          -0.46         -0.57   U70/A2
           0.68          0.61   U70/B1
           0.27          0.28   U70/B2
          -0.57         -0.46   U70/ZN
          -0.69         -0.58   U81/A
          -0.58         -0.69   U81/ZN
          -0.64         -0.53   U83/A
          -0.53         -0.64   U83/ZN
           0.29          0.27   U84/A1
          -0.48         -0.58   U84/A2
           0.69          0.62   U84/B1
           0.27          0.28   U84/B2
          -0.58         -0.48   U84/ZN
           0.28          0.27   U86/A1
          -0.43         -0.53   U86/A2
           0.70          0.63   U86/B1
           0.27          0.28   U86/B2
          -0.53         -0.43   U86/ZN
           0.28          0.27   U94/A1
          -0.39         -0.50   U94/A2
           0.69          0.62   U94/B1
           0.27          0.28   U94/B2
          -0.50         -0.39   U94/ZN
              *             *   U284/A1
              *             *   U284/A2
              *             *   U284/B1
              *             *   U284/B2
              *             *   U284/ZN
          -0.74         -0.64   product_in_tri4_40_/A
           0.27          0.44   product_in_tri4_40_/EN
          -0.74         -0.64   product_in_tri4_40_/Z
          -0.74         -0.64   product_in_tri_38_/A
          -0.27          0.18   product_in_tri_38_/EN
          -0.74         -0.64   product_in_tri_38_/Z
          -0.41         -0.37   product_reg/memory_22__dff/q_reg/D
           0.74          0.80   product_reg/memory_22__dff/q_reg/SI
              *             *   product_reg/memory_22__dff/q_reg/SE
          -0.03             *   product_reg/memory_22__dff/q_reg/CK
           0.54          0.66   product_reg/memory_22__dff/q_reg/Q
          -0.03         -0.02   product_reg/memory_22__dff/q_reg/QN
          -0.45         -0.41   product_reg/memory_23__dff/q_reg/D
           0.74          0.80   product_reg/memory_23__dff/q_reg/SI
              *             *   product_reg/memory_23__dff/q_reg/SE
          -0.09             *   product_reg/memory_23__dff/q_reg/CK
           0.54          0.66   product_reg/memory_23__dff/q_reg/Q
          -0.09         -0.06   product_reg/memory_23__dff/q_reg/QN
          -0.45         -0.34   product_reg/memory_26__dff/q_reg/D
           0.74          0.80   product_reg/memory_26__dff/q_reg/SI
              *             *   product_reg/memory_26__dff/q_reg/SE
           0.03             *   product_reg/memory_26__dff/q_reg/CK
           0.54          0.66   product_reg/memory_26__dff/q_reg/Q
           0.03          0.08   product_reg/memory_26__dff/q_reg/QN
          -0.48         -0.37   product_reg/memory_27__dff/q_reg/D
           0.74          0.80   product_reg/memory_27__dff/q_reg/SI
              *             *   product_reg/memory_27__dff/q_reg/SE
           0.14             *   product_reg/memory_27__dff/q_reg/CK
           0.54          0.66   product_reg/memory_27__dff/q_reg/Q
           0.14          0.14   product_reg/memory_27__dff/q_reg/QN
          -0.48         -0.41   product_reg/memory_35__dff/q_reg/D
           0.77          0.82   product_reg/memory_35__dff/q_reg/SI
              *             *   product_reg/memory_35__dff/q_reg/SE
          -1.66             *   product_reg/memory_35__dff/q_reg/CK
           0.77          0.82   product_reg/memory_35__dff/q_reg/Q
          -1.66         -1.65   product_reg/memory_35__dff/q_reg/QN
          -1.41         -1.41   U952/B1
          -1.79         -1.73   U952/B2
          -2.33         -2.32   U952/A
          -2.32         -2.33   U952/ZN
          -0.63         -0.66   U1024/A1
              *             *   U1024/A2
          -0.66         -0.63   U1024/ZN
              *             *   data_result[31]
          -0.74         -0.64   U67/A
          -0.64         -0.74   U67/ZN
           0.29          0.27   U80/A1
          -0.58         -0.69   U80/A2
           0.69          0.62   U80/B1
           0.27          0.28   U80/B2
          -0.69         -0.58   U80/ZN
           0.29          0.27   U82/A1
          -0.53         -0.64   U82/A2
           0.72          0.64   U82/B1
           0.27          0.28   U82/B2
          -0.64         -0.53   U82/ZN
          -2.32         -2.33   U666/A
          -2.33         -2.32   U666/ZN
          -0.66         -0.63   product_in_tri3_32_/A
              *             *   product_in_tri3_32_/EN
          -0.66         -0.63   product_in_tri3_32_/Z
          -0.50         -0.39   product_reg/memory_24__dff/q_reg/D
           0.74          0.80   product_reg/memory_24__dff/q_reg/SI
              *             *   product_reg/memory_24__dff/q_reg/SE
          -0.07             *   product_reg/memory_24__dff/q_reg/CK
           0.54          0.66   product_reg/memory_24__dff/q_reg/Q
          -0.07         -0.03   product_reg/memory_24__dff/q_reg/QN
          -0.53         -0.43   product_reg/memory_28__dff/q_reg/D
           0.74          0.80   product_reg/memory_28__dff/q_reg/SI
              *             *   product_reg/memory_28__dff/q_reg/SE
           0.16             *   product_reg/memory_28__dff/q_reg/CK
           0.54          0.66   product_reg/memory_28__dff/q_reg/Q
           0.16          0.16   product_reg/memory_28__dff/q_reg/QN
          -0.58         -0.48   product_reg/memory_29__dff/q_reg/D
           0.74          0.80   product_reg/memory_29__dff/q_reg/SI
              *             *   product_reg/memory_29__dff/q_reg/SE
           0.22             *   product_reg/memory_29__dff/q_reg/CK
           0.54          0.66   product_reg/memory_29__dff/q_reg/Q
           0.26          0.22   product_reg/memory_29__dff/q_reg/QN
          -0.57         -0.46   product_reg/memory_36__dff/q_reg/D
           0.77          0.82   product_reg/memory_36__dff/q_reg/SI
              *             *   product_reg/memory_36__dff/q_reg/SE
          -1.62             *   product_reg/memory_36__dff/q_reg/CK
           0.77          0.82   product_reg/memory_36__dff/q_reg/Q
          -1.62         -1.60   product_reg/memory_36__dff/q_reg/QN
          -0.60         -0.56   product_reg/memory_37__dff/q_reg/D
           0.77          0.82   product_reg/memory_37__dff/q_reg/SI
              *             *   product_reg/memory_37__dff/q_reg/SE
          -1.56             *   product_reg/memory_37__dff/q_reg/CK
           0.77          0.82   product_reg/memory_37__dff/q_reg/Q
          -1.52         -1.56   product_reg/memory_37__dff/q_reg/QN
              *             *   U1039/A1
              *             *   U1039/A2
              *             *   U1039/ZN
           0.28          0.26   U66/A1
          -0.64         -0.74   U66/A2
           0.68          0.61   U66/B1
           0.27          0.28   U66/B2
          -0.74         -0.64   U66/ZN
          -0.66         -0.63   U79/A
          -0.63         -0.66   U79/ZN
          -0.66         -0.74   U345/A1
          -0.15         -0.24   U345/A2
          -0.68         -0.77   U345/B1
          -0.15         -0.21   U345/B2
          -0.77         -0.68   U345/ZN
          -0.64         -0.53   product_reg/memory_30__dff/q_reg/D
           0.74          0.80   product_reg/memory_30__dff/q_reg/SI
              *             *   product_reg/memory_30__dff/q_reg/SE
           0.24             *   product_reg/memory_30__dff/q_reg/CK
           0.53          0.65   product_reg/memory_30__dff/q_reg/Q
           0.27          0.24   product_reg/memory_30__dff/q_reg/QN
          -0.69         -0.58   product_reg/memory_31__dff/q_reg/D
              *             *   product_reg/memory_31__dff/q_reg/SI
              *             *   product_reg/memory_31__dff/q_reg/SE
           0.27             *   product_reg/memory_31__dff/q_reg/CK
           0.54          0.66   product_reg/memory_31__dff/q_reg/Q
           0.33          0.27   product_reg/memory_31__dff/q_reg/QN
          -1.77         -1.71   U885/B1
          -2.33         -2.32   U885/B2
          -1.78         -1.71   U885/A
          -2.32         -2.33   U885/ZN
              *             *   U1037/A1
              *             *   U1037/A2
              *             *   U1037/B1
              *             *   U1037/B2
              *             *   U1037/C1
              *             *   U1037/C2
              *             *   U1037/ZN
           0.29          0.27   U78/A1
          -0.63         -0.66   U78/A2
           0.30          0.31   U78/B1
           0.67          0.60   U78/B2
          -0.66         -0.63   U78/ZN
              *             *   U211/A1
              *             *   U211/A2
              *             *   U211/B1
              *             *   U211/B2
              *             *   U211/ZN
          -0.84         -0.79   U343/A
          -0.24         -0.21   U343/B
          -0.84         -0.74   U343/ZN
          -0.77         -0.68   product_in_tri_39_/A
          -0.05          0.16   product_in_tri_39_/EN
          -0.77         -0.68   product_in_tri_39_/Z
          -0.77         -0.68   product_in_tri4_41_/A
           0.11          0.32   product_in_tri4_41_/EN
          -0.77         -0.68   product_in_tri4_41_/Z
          -0.74         -0.64   product_reg/memory_38__dff/q_reg/D
           0.77          0.82   product_reg/memory_38__dff/q_reg/SI
              *             *   product_reg/memory_38__dff/q_reg/SE
          -1.48             *   product_reg/memory_38__dff/q_reg/CK
           0.77          0.82   product_reg/memory_38__dff/q_reg/Q
          -1.48         -1.47   product_reg/memory_38__dff/q_reg/QN
          -1.62         -1.70   U882/B1
          -2.32         -2.33   U882/B2
          -1.61         -1.69   U882/A
          -2.33         -2.32   U882/ZN
              *             *   data_exception
          -0.77         -0.68   U65/A
          -0.68         -0.77   U65/ZN
          -0.88         -0.80   U657/A
          -0.80         -0.88   U657/ZN
          -0.84         -0.74   product_in_tri4_42_/A
           0.11          0.32   product_in_tri4_42_/EN
          -0.84         -0.74   product_in_tri4_42_/Z
          -0.84         -0.74   product_in_tri_40_/A
          -0.05          0.16   product_in_tri_40_/EN
          -0.84         -0.74   product_in_tri_40_/Z
          -0.66         -0.63   product_reg/memory_32__dff/q_reg/D
           0.74          0.80   product_reg/memory_32__dff/q_reg/SI
              *             *   product_reg/memory_32__dff/q_reg/SE
          -1.86             *   product_reg/memory_32__dff/q_reg/CK
           0.36          0.41   product_reg/memory_32__dff/q_reg/Q
          -1.84         -1.86   product_reg/memory_32__dff/q_reg/QN
          -1.66         -1.59   U887/B1
          -2.33         -2.32   U887/B2
          -1.67         -1.60   U887/A
          -2.32         -2.33   U887/ZN
          -0.84         -0.74   U61/A
          -0.74         -0.84   U61/ZN
           0.28          0.27   U64/A1
          -0.68         -0.77   U64/A2
           0.68          0.62   U64/B1
           0.27          0.28   U64/B2
          -0.77         -0.68   U64/ZN
          -0.96         -0.91   U549/A
          -0.24         -0.22   U549/B
          -0.96         -0.86   U549/ZN
          -0.80         -0.88   U558/A1
          -0.15         -0.25   U558/A2
          -0.80         -0.89   U558/B1
          -0.15         -0.21   U558/B2
          -0.89         -0.80   U558/ZN
          -2.32         -2.33   U897/B1
          -1.51         -1.60   U897/B2
          -1.50         -1.59   U897/A
          -2.33         -2.32   U897/ZN
           0.29          0.27   U60/A1
          -0.74         -0.84   U60/A2
           0.67          0.61   U60/B1
           0.27          0.28   U60/B2
          -0.84         -0.74   U60/ZN
          -2.33         -2.32   U665/A
          -2.32         -2.33   U665/ZN
          -0.96         -0.86   product_in_tri_42_/A
          -0.27          0.18   product_in_tri_42_/EN
          -0.96         -0.86   product_in_tri_42_/Z
          -0.96         -0.86   product_in_tri4_44_/A
           0.11          0.32   product_in_tri4_44_/EN
          -0.96         -0.86   product_in_tri4_44_/Z
          -0.89         -0.80   product_in_tri4_43_/A
           0.11          0.32   product_in_tri4_43_/EN
          -0.89         -0.80   product_in_tri4_43_/Z
          -0.89         -0.80   product_in_tri_41_/A
          -0.27          0.18   product_in_tri_41_/EN
          -0.89         -0.80   product_in_tri_41_/Z
          -0.77         -0.68   product_reg/memory_39__dff/q_reg/D
           0.77          0.82   product_reg/memory_39__dff/q_reg/SI
              *             *   product_reg/memory_39__dff/q_reg/SE
          -1.40             *   product_reg/memory_39__dff/q_reg/CK
           0.77          0.82   product_reg/memory_39__dff/q_reg/Q
          -1.37         -1.40   product_reg/memory_39__dff/q_reg/QN
          -0.96         -0.86   U57/A
          -0.86         -0.96   U57/ZN
          -0.89         -0.80   U59/A
          -0.80         -0.89   U59/ZN
          -0.91         -0.99   U539/A1
          -0.15         -0.24   U539/A2
          -0.90         -0.99   U539/B1
          -0.16         -0.23   U539/B2
          -0.99         -0.91   U539/ZN
          -0.84         -0.74   product_reg/memory_40__dff/q_reg/D
           0.77          0.82   product_reg/memory_40__dff/q_reg/SI
              *             *   product_reg/memory_40__dff/q_reg/SE
          -1.32             *   product_reg/memory_40__dff/q_reg/CK
           0.77          0.82   product_reg/memory_40__dff/q_reg/Q
          -1.32         -1.32   product_reg/memory_40__dff/q_reg/QN
          -1.47         -1.53   U892/B1
          -2.32         -2.33   U892/B2
          -1.46         -1.53   U892/A
          -2.33         -2.32   U892/ZN
           0.29          0.27   U56/A1
          -0.86         -0.96   U56/A2
           0.68          0.62   U56/B1
           0.27          0.28   U56/B2
          -0.96         -0.86   U56/ZN
           0.29          0.27   U58/A1
          -0.80         -0.89   U58/A2
           0.68          0.62   U58/B1
           0.27          0.28   U58/B2
          -0.89         -0.80   U58/ZN
          -1.09         -1.02   U530/A
          -0.25         -0.22   U530/B
          -1.09         -0.99   U530/Z
          -0.99         -0.91   product_in_tri4_45_/A
           0.11          0.32   product_in_tri4_45_/EN
          -0.99         -0.91   product_in_tri4_45_/Z
          -0.99         -0.91   product_in_tri_43_/A
          -0.27          0.18   product_in_tri_43_/EN
          -0.99         -0.91   product_in_tri_43_/Z
          -2.33         -2.32   U884/B1
          -1.46         -1.44   U884/B2
          -1.47         -1.44   U884/A
          -2.32         -2.33   U884/ZN
          -0.99         -0.91   U55/A
          -0.91         -0.99   U55/ZN
          -1.10         -1.09   U521/A
          -0.24         -0.22   U521/B
          -1.10         -1.04   U521/ZN
          -1.09         -0.99   product_in_tri4_46_/A
           0.11          0.32   product_in_tri4_46_/EN
          -1.09         -0.99   product_in_tri4_46_/Z
          -1.09         -0.99   product_in_tri_44_/A
          -0.27          0.18   product_in_tri_44_/EN
          -1.09         -0.99   product_in_tri_44_/Z
          -0.89         -0.80   product_reg/memory_41__dff/q_reg/D
           0.77          0.82   product_reg/memory_41__dff/q_reg/SI
              *             *   product_reg/memory_41__dff/q_reg/SE
          -1.26             *   product_reg/memory_41__dff/q_reg/CK
           0.77          0.82   product_reg/memory_41__dff/q_reg/Q
          -1.22         -1.26   product_reg/memory_41__dff/q_reg/QN
          -0.96         -0.86   product_reg/memory_42__dff/q_reg/D
           0.77          0.82   product_reg/memory_42__dff/q_reg/SI
              *             *   product_reg/memory_42__dff/q_reg/SE
          -1.19             *   product_reg/memory_42__dff/q_reg/CK
           0.77          0.82   product_reg/memory_42__dff/q_reg/Q
          -1.11         -1.19   product_reg/memory_42__dff/q_reg/QN
          -1.36         -1.40   U899/B1
          -2.32         -2.33   U899/B2
          -1.35         -1.40   U899/A
          -2.33         -2.32   U899/ZN
          -1.09         -0.99   U53/A
          -0.99         -1.09   U53/ZN
           0.29          0.27   U54/A1
          -0.91         -0.99   U54/A2
           0.68          0.61   U54/B1
           0.27          0.28   U54/B2
          -0.99         -0.91   U54/ZN
          -0.98         -0.94   U512/A1
          -1.33         -1.26   U512/A2
          -1.38         -1.33   U512/B1
          -2.33         -2.32   U512/B2
          -2.32         -2.33   U512/ZN
          -1.20         -1.12   U513/A
          -0.31         -0.20   U513/B
          -1.20         -1.09   U513/Z
          -1.10         -1.04   product_in_tri4_47_/A
           0.11          0.32   product_in_tri4_47_/EN
          -1.10         -1.04   product_in_tri4_47_/Z
          -1.10         -1.04   product_in_tri_45_/A
          -0.27          0.18   product_in_tri_45_/EN
          -1.10         -1.04   product_in_tri_45_/Z
          -1.10         -1.04   U51/A
          -1.04         -1.10   U51/ZN
           0.29          0.27   U52/A1
          -0.99         -1.09   U52/A2
           0.68          0.62   U52/B1
           0.27          0.28   U52/B2
          -1.09         -0.99   U52/ZN
          -1.26         -1.15   U658/A
          -1.15         -1.26   U658/ZN
          -1.20         -1.09   product_in_tri4_48_/A
           0.11          0.32   product_in_tri4_48_/EN
          -1.20         -1.09   product_in_tri4_48_/Z
          -1.20         -1.09   product_in_tri_46_/A
          -0.27          0.18   product_in_tri_46_/EN
          -1.20         -1.09   product_in_tri_46_/Z
          -0.99         -0.91   product_reg/memory_43__dff/q_reg/D
           0.77          0.82   product_reg/memory_43__dff/q_reg/SI
              *             *   product_reg/memory_43__dff/q_reg/SE
          -1.14             *   product_reg/memory_43__dff/q_reg/CK
           0.77          0.82   product_reg/memory_43__dff/q_reg/Q
          -1.11         -1.14   product_reg/memory_43__dff/q_reg/QN
          -1.22         -1.30   U890/B1
          -2.32         -2.33   U890/B2
          -1.21         -1.30   U890/A
          -2.33         -2.32   U890/ZN
          -1.20         -1.09   U49/A
          -1.09         -1.20   U49/ZN
           0.29          0.27   U50/A1
          -1.04         -1.10   U50/A2
           0.68          0.61   U50/B1
           0.27          0.28   U50/B2
          -1.10         -1.04   U50/ZN
          -1.32         -1.28   U494/A
          -0.25         -0.22   U494/B
          -1.32         -1.24   U494/Z
          -1.16         -1.22   U503/A1
          -0.16         -0.24   U503/A2
          -1.15         -1.26   U503/B1
          -0.16         -0.23   U503/B2
          -1.26         -1.16   U503/ZN
          -1.09         -0.99   product_reg/memory_44__dff/q_reg/D
           0.77          0.82   product_reg/memory_44__dff/q_reg/SI
              *             *   product_reg/memory_44__dff/q_reg/SE
          -1.08             *   product_reg/memory_44__dff/q_reg/CK
           0.77          0.82   product_reg/memory_44__dff/q_reg/Q
          -1.00         -1.08   product_reg/memory_44__dff/q_reg/QN
          -1.23         -1.17   U888/B1
          -2.33         -2.32   U888/B2
          -1.24         -1.18   U888/A
          -2.32         -2.33   U888/ZN
           0.29          0.27   U48/A1
          -1.09         -1.20   U48/A2
           0.68          0.61   U48/B1
           0.27          0.28   U48/B2
          -1.20         -1.09   U48/ZN
          -2.32         -2.33   U664/A
          -2.33         -2.32   U664/ZN
          -1.32         -1.24   product_in_tri4_50_/A
           0.11          0.32   product_in_tri4_50_/EN
          -1.32         -1.24   product_in_tri4_50_/Z
          -1.32         -1.24   product_in_tri_48_/A
          -0.27          0.18   product_in_tri_48_/EN
          -1.32         -1.24   product_in_tri_48_/Z
          -1.26         -1.16   product_in_tri_47_/A
          -0.27          0.18   product_in_tri_47_/EN
          -1.26         -1.16   product_in_tri_47_/Z
          -1.26         -1.16   product_in_tri4_49_/A
           0.11          0.32   product_in_tri4_49_/EN
          -1.26         -1.16   product_in_tri4_49_/Z
          -1.10         -1.04   product_reg/memory_45__dff/q_reg/D
           0.77          0.82   product_reg/memory_45__dff/q_reg/SI
              *             *   product_reg/memory_45__dff/q_reg/SE
          -1.01             *   product_reg/memory_45__dff/q_reg/CK
           0.77          0.82   product_reg/memory_45__dff/q_reg/Q
          -0.97         -1.01   product_reg/memory_45__dff/q_reg/QN
          -1.32         -1.24   U45/A
          -1.24         -1.32   U45/ZN
          -1.26         -1.16   U47/A
          -1.16         -1.26   U47/ZN
          -1.27         -1.32   U484/A1
          -0.15         -0.25   U484/A2
          -1.26         -1.38   U484/B1
          -0.15         -0.21   U484/B2
          -1.38         -1.27   U484/ZN
          -1.20         -1.09   product_reg/memory_46__dff/q_reg/D
           0.77          0.82   product_reg/memory_46__dff/q_reg/SI
              *             *   product_reg/memory_46__dff/q_reg/SE
          -0.95             *   product_reg/memory_46__dff/q_reg/CK
           0.77          0.82   product_reg/memory_46__dff/q_reg/Q
          -0.95         -0.95   product_reg/memory_46__dff/q_reg/QN
          -1.20         -1.10   U886/B1
          -2.33         -2.32   U886/B2
          -1.21         -1.11   U886/A
          -2.32         -2.33   U886/ZN
           0.29          0.27   U44/A1
          -1.24         -1.32   U44/A2
           0.67          0.61   U44/B1
           0.27          0.28   U44/B2
          -1.32         -1.24   U44/ZN
           0.29          0.27   U46/A1
          -1.16         -1.26   U46/A2
           0.68          0.61   U46/B1
           0.27          0.28   U46/B2
          -1.26         -1.16   U46/ZN
          -1.45         -1.37   U475/A
          -0.24         -0.22   U475/B
          -1.45         -1.34   U475/ZN
          -1.38         -1.27   product_in_tri4_51_/A
           0.11          0.32   product_in_tri4_51_/EN
          -1.38         -1.27   product_in_tri4_51_/Z
          -1.38         -1.27   product_in_tri_49_/A
          -0.27          0.18   product_in_tri_49_/EN
          -1.38         -1.27   product_in_tri_49_/Z
          -2.32         -2.33   U896/B1
          -1.02         -1.14   U896/B2
          -1.01         -1.13   U896/A
          -2.33         -2.32   U896/ZN
          -1.38         -1.27   U43/A
          -1.27         -1.38   U43/ZN
          -2.33         -2.32   U663/A
          -2.32         -2.33   U663/ZN
          -1.45         -1.34   product_in_tri_50_/A
          -0.27          0.18   product_in_tri_50_/EN
          -1.45         -1.34   product_in_tri_50_/Z
          -1.45         -1.34   product_in_tri4_52_/A
           0.11          0.32   product_in_tri4_52_/EN
          -1.45         -1.34   product_in_tri4_52_/Z
          -1.26         -1.16   product_reg/memory_47__dff/q_reg/D
           0.77          0.82   product_reg/memory_47__dff/q_reg/SI
              *             *   product_reg/memory_47__dff/q_reg/SE
          -0.89             *   product_reg/memory_47__dff/q_reg/CK
           0.77          0.82   product_reg/memory_47__dff/q_reg/Q
          -0.85         -0.89   product_reg/memory_47__dff/q_reg/QN
          -1.32         -1.24   product_reg/memory_48__dff/q_reg/D
           0.77          0.82   product_reg/memory_48__dff/q_reg/SI
              *             *   product_reg/memory_48__dff/q_reg/SE
          -0.86             *   product_reg/memory_48__dff/q_reg/CK
           0.77          0.82   product_reg/memory_48__dff/q_reg/Q
          -0.84         -0.86   product_reg/memory_48__dff/q_reg/QN
          -1.45         -1.34   U39/A
          -1.34         -1.45   U39/ZN
           0.30          0.27   U42/A1
          -1.27         -1.38   U42/A2
           0.67          0.61   U42/B1
           0.27          0.28   U42/B2
          -1.38         -1.27   U42/ZN
          -1.40         -1.45   U463/A1
          -0.15         -0.24   U463/A2
          -1.36         -1.48   U463/B1
          -0.16         -0.23   U463/B2
          -1.48         -1.40   U463/ZN
          -0.97         -1.07   U891/B1
          -2.32         -2.33   U891/B2
          -0.96         -1.07   U891/A
          -2.33         -2.32   U891/ZN
           0.30          0.27   U38/A1
          -1.34         -1.45   U38/A2
           0.67          0.61   U38/B1
           0.27          0.28   U38/B2
          -1.45         -1.34   U38/ZN
          -1.55         -1.52   U454/A
          -0.25         -0.22   U454/B
          -1.55         -1.48   U454/Z
          -1.48         -1.40   product_in_tri4_53_/A
           0.11          0.32   product_in_tri4_53_/EN
          -1.48         -1.40   product_in_tri4_53_/Z
          -1.48         -1.40   product_in_tri_51_/A
          -0.27          0.18   product_in_tri_51_/EN
          -1.48         -1.40   product_in_tri_51_/Z
          -1.38         -1.27   product_reg/memory_49__dff/q_reg/D
           0.77          0.82   product_reg/memory_49__dff/q_reg/SI
              *             *   product_reg/memory_49__dff/q_reg/SE
          -0.78             *   product_reg/memory_49__dff/q_reg/CK
           0.77          0.82   product_reg/memory_49__dff/q_reg/Q
          -0.73         -0.78   product_reg/memory_49__dff/q_reg/QN
          -2.33         -2.32   U883/B1
          -1.00         -0.95   U883/B2
          -1.01         -0.95   U883/A
          -2.32         -2.33   U883/ZN
          -1.48         -1.40   U37/A
          -1.40         -1.48   U37/ZN
          -1.60         -1.55   U445/A
          -0.23         -0.21   U445/B
          -1.60         -1.50   U445/ZN
          -1.55         -1.48   product_in_tri4_54_/A
           0.26          0.41   product_in_tri4_54_/EN
          -1.55         -1.48   product_in_tri4_54_/Z
          -1.55         -1.48   product_in_tri_52_/A
          -0.22          0.16   product_in_tri_52_/EN
          -1.55         -1.48   product_in_tri_52_/Z
          -1.45         -1.34   product_reg/memory_50__dff/q_reg/D
           0.77          0.82   product_reg/memory_50__dff/q_reg/SI
              *             *   product_reg/memory_50__dff/q_reg/SE
          -0.74             *   product_reg/memory_50__dff/q_reg/CK
           0.77          0.82   product_reg/memory_50__dff/q_reg/Q
          -0.69         -0.74   product_reg/memory_50__dff/q_reg/QN
          -0.86         -0.94   U898/B1
          -2.32         -2.33   U898/B2
          -0.86         -0.94   U898/A
          -2.33         -2.32   U898/ZN
          -1.55         -1.48   U35/A
          -1.48         -1.55   U35/ZN
           0.30          0.27   U36/A1
          -1.40         -1.48   U36/A2
           0.67          0.61   U36/B1
           0.27          0.28   U36/B2
          -1.48         -1.40   U36/ZN
          -0.53         -0.45   U432/A1
          -0.87         -0.77   U432/A2
          -0.92         -0.84   U432/B1
          -2.33         -2.32   U432/B2
          -2.32         -2.33   U432/ZN
          -1.66         -1.62   U437/A
          -0.31         -0.20   U437/B
          -1.66         -1.58   U437/Z
          -1.60         -1.50   product_in_tri_53_/A
          -0.22          0.16   product_in_tri_53_/EN
          -1.60         -1.50   product_in_tri_53_/Z
          -1.60         -1.50   product_in_tri4_55_/A
           0.11          0.32   product_in_tri4_55_/EN
          -1.60         -1.50   product_in_tri4_55_/Z
          -1.60         -1.50   U33/A
          -1.50         -1.60   U33/ZN
           0.30          0.27   U34/A1
          -1.48         -1.55   U34/A2
           0.68          0.61   U34/B1
           0.27          0.28   U34/B2
          -1.55         -1.48   U34/ZN
          -0.27         -0.22   U431/A
          -1.82         -1.82   U431/B
          -1.77         -1.82   U431/Z
          -1.66         -1.58   product_in_tri4_56_/A
           0.11          0.32   product_in_tri4_56_/EN
          -1.66         -1.58   product_in_tri4_56_/Z
          -1.66         -1.58   product_in_tri_54_/A
          -0.22          0.16   product_in_tri_54_/EN
          -1.66         -1.58   product_in_tri_54_/Z
          -1.48         -1.40   product_reg/memory_51__dff/q_reg/D
           0.77          0.82   product_reg/memory_51__dff/q_reg/SI
              *             *   product_reg/memory_51__dff/q_reg/SE
          -0.69             *   product_reg/memory_51__dff/q_reg/CK
           0.77          0.82   product_reg/memory_51__dff/q_reg/Q
          -0.63         -0.69   product_reg/memory_51__dff/q_reg/QN
          -0.69         -0.84   U950/B1
          -2.32         -2.33   U950/B2
          -0.70         -0.86   U950/A
          -2.33         -2.32   U950/ZN
          -0.13         -0.16   U970/A1
           0.13          0.24   U970/A2
          -1.78         -1.67   U970/A3
          -1.67         -1.78   U970/ZN
          -1.66         -1.58   U31/A
          -1.58         -1.66   U31/ZN
           0.30          0.27   U32/A1
          -1.50         -1.60   U32/A2
           0.67          0.61   U32/B1
           0.27          0.28   U32/B2
          -1.60         -1.50   U32/ZN
          -1.79         -1.79   U418/A
          -0.25         -0.22   U418/B
          -1.79         -1.75   U418/Z
           0.23          0.18   U428/B1
          -1.77         -1.82   U428/B2
          -1.68         -1.69   U428/C1
          -0.06         -0.24   U428/C2
          -1.67         -1.78   U428/A
          -1.82         -1.77   U428/ZN
          -1.55         -1.48   product_reg/memory_52__dff/q_reg/D
           0.77          0.82   product_reg/memory_52__dff/q_reg/SI
              *             *   product_reg/memory_52__dff/q_reg/SE
          -0.63             *   product_reg/memory_52__dff/q_reg/CK
           0.77          0.82   product_reg/memory_52__dff/q_reg/Q
          -0.52         -0.63   product_reg/memory_52__dff/q_reg/QN
          -2.33         -2.32   U889/B1
          -0.76         -0.67   U889/B2
          -0.77         -0.67   U889/A
          -2.32         -2.33   U889/ZN
           0.29          0.27   U30/A1
          -1.58         -1.66   U30/A2
           0.69          0.62   U30/B1
           0.27          0.28   U30/B2
          -1.66         -1.58   U30/ZN
          -2.32         -2.33   U662/A
          -2.33         -2.32   U662/ZN
          -1.79         -1.75   product_in_tri4_58_/A
           0.11          0.32   product_in_tri4_58_/EN
          -1.79         -1.75   product_in_tri4_58_/Z
          -1.79         -1.75   product_in_tri_56_/A
          -0.22          0.16   product_in_tri_56_/EN
          -1.79         -1.75   product_in_tri_56_/Z
          -1.82         -1.77   product_in_tri_55_/A
          -0.22          0.16   product_in_tri_55_/EN
          -1.82         -1.77   product_in_tri_55_/Z
          -1.82         -1.77   product_in_tri4_57_/A
           0.26          0.41   product_in_tri4_57_/EN
          -1.82         -1.77   product_in_tri4_57_/Z
          -1.60         -1.50   product_reg/memory_53__dff/q_reg/D
           0.77          0.82   product_reg/memory_53__dff/q_reg/SI
              *             *   product_reg/memory_53__dff/q_reg/SE
          -0.55             *   product_reg/memory_53__dff/q_reg/CK
           0.77          0.82   product_reg/memory_53__dff/q_reg/Q
          -0.49         -0.55   product_reg/memory_53__dff/q_reg/QN
          -1.79         -1.75   U27/A
          -1.75         -1.79   U27/ZN
          -1.82         -1.77   U29/A
          -1.77         -1.82   U29/ZN
          -1.77         -1.79   U409/A1
